CREATE TABLE Customer (
    CustomerID INT PRIMARY KEY,
    Name VARCHAR(100),
    Age INT,
    Gender VARCHAR(10),
    SubscriptionType VARCHAR(20),
    SubscriptionDate DATE,
    LastLoginDate DATE,
    TotalSessions INT,
    FeedbackScore INT,
    IsChurned INT
);



INSERT INTO Customer VALUES (1, 'Mahesh Gupta_1', 24, 'Male', 'Premium', '2024-01-18', '2026-03-13', 113, 2, 0);
INSERT INTO Customer VALUES (196, 'Simran Kulkarni_196', 24, 'Male', 'Basic', '2025-05-27', '2026-03-26', 50, 2, 1);
INSERT INTO Customer VALUES (197, 'Anaya Agarwal_197', 46, 'Female', 'Basic', '2024-01-29', '2026-04-13', 178, 3, 1);
INSERT INTO Customer VALUES (198, 'Meera Desai_198', 32, 'Male', 'Basic', '2023-09-09', '2026-04-27', 259, 5, 1);
INSERT INTO Customer VALUES (199, 'Amit Yadav_199', 50, 'Female', 'Standard', '2024-05-04', '2026-04-02', 178, 3, 0);
INSERT INTO Customer VALUES (200, 'Ira Yadav_200', 55, 'Other', 'Basic', '2025-09-23', '2026-04-18', 174, 5, 1);
INSERT INTO Customer VALUES (201, 'Simran Patel_201', 56, 'Male', 'Premium', '2025-01-23', '2026-02-01', 339, 1, 1);
INSERT INTO Customer VALUES (202, 'Meera Patel_202', 48, 'Male', 'Premium', '2025-02-11', '2026-03-20', 485, 4, 0);
INSERT INTO Customer VALUES (203, 'Karan Menon_203', 56, 'Female', 'Premium', '2023-10-25', '2026-04-16', 325, 4, 0);
INSERT INTO Customer VALUES (204, 'Neha Shetty_204', 36, 'Male', 'Basic', '2026-01-09', '2026-03-21', 344, 2, 1);
INSERT INTO Customer VALUES (205, 'Reyansh Reddy_205', 33, 'Male', 'Premium', '2024-09-29', '2026-02-07', 152, 2, 0);
INSERT INTO Customer VALUES (206, 'Arjun Singh_206', 34, 'Male', 'Standard', '2026-03-01', '2026-02-07', 392, 5, 0);
INSERT INTO Customer VALUES (207, 'Karan Singh_207', 59, 'Male', 'Premium', '2025-06-25', '2026-04-24', 295, 1, 1);
INSERT INTO Customer VALUES (208, 'Vivaan Iyer_208', 63, 'Other', 'Standard', '2024-08-07', '2026-04-06', 91, 2, 0);
INSERT INTO Customer VALUES (209, 'Kavya Kapoor_209', 18, 'Male', 'Premium', '2023-08-21', '2026-03-06', 154, 3, 1);
INSERT INTO Customer VALUES (210, 'Navya Joshi_210', 37, 'Other', 'Basic', '2026-01-09', '2026-03-16', 314, 1, 1);
INSERT INTO Customer VALUES (211, 'Kavya Desai_211', 55, 'Female', 'Basic', '2025-10-08', '2026-03-05', 9, 3, 1);
INSERT INTO Customer VALUES (212, 'Nitin Pandya_212', 39, 'Female', 'Basic', '2025-12-24', '2026-02-28', 465, 5, 0);
INSERT INTO Customer VALUES (213, 'Anika Kulkarni_213', 68, 'Other', 'Standard', '2026-02-26', '2026-04-09', 377, 5, 0);
INSERT INTO Customer VALUES (214, 'Vikas Pandya_214', 25, 'Female', 'Basic', '2023-08-06', '2026-04-28', 106, 1, 1);
INSERT INTO Customer VALUES (215, 'Aanya Gupta_215', 27, 'Other', 'Standard', '2025-04-24', '2026-03-18', 398, 4, 0);
INSERT INTO Customer VALUES (216, 'Simran Shetty_216', 39, 'Male', 'Basic', '2025-03-13', '2026-03-27', 321, 4, 0);
INSERT INTO Customer VALUES (217, 'Anaya Kumar_217', 30, 'Other', 'Standard', '2025-05-16', '2026-03-05', 328, 5, 0);
INSERT INTO Customer VALUES (218, 'Vivaan Desai_218', 34, 'Other', 'Standard', '2025-05-18', '2026-04-01', 426, 5, 1);
INSERT INTO Customer VALUES (219, 'Navya Ghosh_219', 31, 'Other', 'Premium', '2026-01-27', '2026-02-06', 277, 3, 1);
INSERT INTO Customer VALUES (220, 'Aditya Mishra_220', 66, 'Male', 'Basic', '2024-06-09', '2026-03-04', 246, 4, 0);
INSERT INTO Customer VALUES (221, 'Ira Shetty_221', 36, 'Male', 'Premium', '2025-06-11', '2026-02-02', 248, 2, 0);
INSERT INTO Customer VALUES (222, 'Anaya Das_222', 20, 'Male', 'Basic', '2025-05-25', '2026-03-07', 401, 4, 1);
INSERT INTO Customer VALUES (223, 'Suresh Yadav_223', 39, 'Other', 'Basic', '2023-08-16', '2026-03-02', 264, 5, 0);
INSERT INTO Customer VALUES (224, 'Pari Verma_224', 34, 'Other', 'Basic', '2025-07-12', '2026-02-26', 195, 4, 1);
INSERT INTO Customer VALUES (225, 'Amit Iyer_225', 47, 'Other', 'Standard', '2026-01-07', '2026-03-21', 129, 1, 1);
INSERT INTO Customer VALUES (226, 'Mahesh Shah_226', 29, 'Other', 'Basic', '2023-09-14', '2026-04-10', 386, 1, 0);
INSERT INTO Customer VALUES (227, 'Suresh Naidu_227', 26, 'Other', 'Standard', '2023-09-13', '2026-03-07', 117, 2, 1);
INSERT INTO Customer VALUES (228, 'Riya Desai_228', 50, 'Other', 'Basic', '2025-04-28', '2026-02-11', 273, 1, 0);
INSERT INTO Customer VALUES (229, 'Navya Ghosh_229', 48, 'Other', 'Premium', '2024-07-10', '2026-03-30', 23, 4, 1);
INSERT INTO Customer VALUES (230, 'Amit Pillai_230', 67, 'Other', 'Basic', '2025-04-02', '2026-01-19', 346, 1, 0);
INSERT INTO Customer VALUES (231, 'Nisha Gupta_231', 56, 'Female', 'Basic', '2025-12-09', '2026-01-25', 255, 3, 1);
INSERT INTO Customer VALUES (232, 'Neha Pandya_232', 39, 'Other', 'Premium', '2024-07-18', '2026-03-22', 426, 2, 0);
INSERT INTO Customer VALUES (233, 'Saanvi Ghosh_233', 31, 'Female', 'Standard', '2023-11-19', '2026-02-27', 269, 3, 0);
INSERT INTO Customer VALUES (234, 'Ira Pillai_234', 47, 'Other', 'Premium', '2025-07-27', '2026-03-19', 327, 3, 1);
INSERT INTO Customer VALUES (235, 'Pooja Pandya_235', 29, 'Other', 'Standard', '2026-04-28', '2026-03-25', 351, 2, 0);
INSERT INTO Customer VALUES (236, 'Alok Iyer_236', 55, 'Female', 'Premium', '2024-09-15', '2026-01-28', 204, 2, 0);
INSERT INTO Customer VALUES (237, 'Mahesh Desai_237', 49, 'Other', 'Basic', '2025-10-13', '2026-02-17', 88, 4, 1);
INSERT INTO Customer VALUES (238, 'Pari Ghosh_238', 46, 'Female', 'Premium', '2023-12-03', '2026-04-27', 289, 5, 1);
INSERT INTO Customer VALUES (239, 'Vihaan Mishra_239', 19, 'Male', 'Premium', '2025-11-27', '2026-03-31', 387, 1, 1);
INSERT INTO Customer VALUES (240, 'Simran Mehta_240', 29, 'Male', 'Basic', '2025-06-21', '2026-04-04', 298, 5, 0);
INSERT INTO Customer VALUES (241, 'Pooja Gupta_241', 51, 'Male', 'Basic', '2025-08-14', '2026-03-23', 274, 2, 0);
INSERT INTO Customer VALUES (242, 'Riya Patel_242', 29, 'Other', 'Premium', '2023-11-16', '2026-02-18', 97, 5, 0);
INSERT INTO Customer VALUES (243, 'Rahul Desai_243', 45, 'Female', 'Premium', '2025-12-21', '2026-02-15', 432, 5, 1);
INSERT INTO Customer VALUES (244, 'Priya Mehta_244', 56, 'Male', 'Standard', '2023-10-26', '2026-01-20', 418, 5, 0);
INSERT INTO Customer VALUES (245, 'Simran Mishra_245', 24, 'Other', 'Basic', '2024-02-06', '2026-03-03', 46, 5, 1);
INSERT INTO Customer VALUES (246, 'Reyansh Kulkarni_246', 56, 'Other', 'Basic', '2024-04-26', '2026-03-15', 211, 2, 1);
INSERT INTO Customer VALUES (247, 'Rohan Mishra_247', 26, 'Male', 'Premium', '2025-03-22', '2026-01-27', 484, 1, 1);
INSERT INTO Customer VALUES (248, 'Pooja Pillai_248', 50, 'Male', 'Basic', '2026-04-23', '2026-02-26', 276, 4, 0);
INSERT INTO Customer VALUES (249, 'Vihaan Kulkarni_249', 32, 'Female', 'Standard', '2025-08-14', '2026-04-20', 129, 4, 0);
INSERT INTO Customer VALUES (250, 'Anaya Chatterjee_250', 19, 'Male', 'Basic', '2023-11-11', '2026-02-05', 190, 1, 1);
INSERT INTO Customer VALUES (251, 'Vikas Kulkarni_251', 49, 'Male', 'Basic', '2024-04-17', '2026-04-21', 120, 4, 0);
INSERT INTO Customer VALUES (252, 'Sneha Trivedi_252', 27, 'Other', 'Premium', '2025-06-19', '2026-04-15', 365, 5, 0);
INSERT INTO Customer VALUES (253, 'Vihaan Gupta_253', 42, 'Female', 'Standard', '2026-04-10', '2026-02-26', 260, 3, 0);
INSERT INTO Customer VALUES (254, 'Ira Naidu_254', 54, 'Female', 'Premium', '2026-03-17', '2026-04-09', 154, 2, 1);
INSERT INTO Customer VALUES (255, 'Diya Shah_255', 52, 'Male', 'Basic', '2024-10-23', '2026-02-16', 488, 4, 0);
INSERT INTO Customer VALUES (256, 'Alok Pillai_256', 60, 'Male', 'Premium', '2025-09-06', '2026-03-24', 392, 4, 1);
INSERT INTO Customer VALUES (257, 'Ankit Desai_257', 36, 'Female', 'Standard', '2025-11-18', '2026-02-13', 14, 3, 0);
INSERT INTO Customer VALUES (258, 'Vivaan Agarwal_258', 47, 'Male', 'Basic', '2024-12-05', '2026-02-28', 457, 5, 0);
INSERT INTO Customer VALUES (259, 'Mahesh Yadav_259', 31, 'Male', 'Standard', '2023-10-16', '2026-03-09', 87, 4, 0);
INSERT INTO Customer VALUES (260, 'Navya Chatterjee_260', 63, 'Other', 'Premium', '2025-05-10', '2026-04-17', 253, 4, 1);
INSERT INTO Customer VALUES (261, 'Ankit Yadav_261', 27, 'Other', 'Basic', '2023-12-27', '2026-02-16', 391, 2, 1);
INSERT INTO Customer VALUES (262, 'Karan Menon_262', 57, 'Male', 'Basic', '2024-02-25', '2026-02-12', 399, 1, 1);
INSERT INTO Customer VALUES (263, 'Aarav Pandya_263', 24, 'Other', 'Standard', '2024-12-04', '2026-04-01', 302, 3, 1);
INSERT INTO Customer VALUES (264, 'Reyansh Sharma_264', 38, 'Female', 'Standard', '2025-01-10', '2026-01-27', 102, 5, 1);
INSERT INTO Customer VALUES (265, 'Diya Shah_265', 39, 'Female', 'Premium', '2024-07-06', '2026-03-13', 408, 4, 1);
INSERT INTO Customer VALUES (266, 'Anaya Das_266', 63, 'Male', 'Basic', '2024-10-25', '2026-04-28', 218, 2, 1);
INSERT INTO Customer VALUES (267, 'Anaya Jain_267', 54, 'Female', 'Premium', '2024-11-25', '2026-04-27', 88, 3, 0);
INSERT INTO Customer VALUES (268, 'Ankit Chauhan_268', 33, 'Female', 'Premium', '2024-10-16', '2026-04-26', 394, 5, 1);
INSERT INTO Customer VALUES (269, 'Anika Bansal_269', 20, 'Female', 'Basic', '2024-04-01', '2026-02-19', 276, 2, 1);
INSERT INTO Customer VALUES (270, 'Amit Gupta_270', 55, 'Male', 'Standard', '2024-04-30', '2026-03-27', 207, 1, 0);
INSERT INTO Customer VALUES (271, 'Suresh Ghosh_271', 27, 'Other', 'Standard', '2025-01-01', '2026-01-30', 204, 3, 0);
INSERT INTO Customer VALUES (272, 'Ira Menon_272', 60, 'Male', 'Standard', '2024-05-28', '2026-01-24', 137, 3, 0);
INSERT INTO Customer VALUES (273, 'Anika Agarwal_273', 58, 'Female', 'Basic', '2026-01-25', '2026-03-26', 182, 5, 0);
INSERT INTO Customer VALUES (274, 'Vikas Menon_274', 66, 'Other', 'Basic', '2025-10-18', '2026-02-11', 191, 4, 1);
INSERT INTO Customer VALUES (275, 'Sneha Mishra_275', 64, 'Other', 'Basic', '2024-10-25', '2026-01-26', 37, 2, 1);
INSERT INTO Customer VALUES (276, 'Deepak Shetty_276', 30, 'Male', 'Premium', '2025-07-27', '2026-01-20', 18, 2, 0);
INSERT INTO Customer VALUES (277, 'Nisha Naidu_277', 45, 'Female', 'Standard', '2025-10-15', '2026-03-31', 376, 2, 0);
INSERT INTO Customer VALUES (278, 'Kavya Chauhan_278', 50, 'Other', 'Standard', '2024-12-16', '2026-01-19', 451, 5, 0);
INSERT INTO Customer VALUES (279, 'Shaurya Sharma_279', 67, 'Female', 'Standard', '2024-10-20', '2026-02-15', 216, 5, 1);
INSERT INTO Customer VALUES (280, 'Kavya Naidu_280', 61, 'Male', 'Standard', '2023-09-13', '2026-02-21', 10, 3, 1);
INSERT INTO Customer VALUES (281, 'Amit Shah_281', 20, 'Other', 'Standard', '2023-12-15', '2026-04-20', 146, 3, 1);
INSERT INTO Customer VALUES (282, 'Diya Mehta_282', 63, 'Other', 'Premium', '2025-09-12', '2026-02-03', 277, 5, 0);
INSERT INTO Customer VALUES (283, 'Vivaan Joshi_283', 36, 'Male', 'Standard', '2024-03-30', '2026-02-21', 66, 2, 0);
INSERT INTO Customer VALUES (284, 'Rahul Agarwal_284', 23, 'Male', 'Basic', '2024-02-15', '2026-03-06', 7, 5, 1);
INSERT INTO Customer VALUES (285, 'Pooja Iyer_285', 48, 'Other', 'Basic', '2025-07-09', '2026-01-29', 81, 5, 1);
INSERT INTO Customer VALUES (286, 'Anika Chatterjee_286', 27, 'Other', 'Standard', '2025-04-24', '2026-01-19', 373, 2, 0);
INSERT INTO Customer VALUES (287, 'Deepak Chauhan_287', 37, 'Male', 'Standard', '2026-01-05', '2026-02-08', 183, 4, 1);
INSERT INTO Customer VALUES (288, 'Vikas Ghosh_288', 54, 'Other', 'Premium', '2024-02-23', '2026-03-29', 285, 4, 1);
INSERT INTO Customer VALUES (289, 'Vihaan Menon_289', 54, 'Male', 'Basic', '2023-12-25', '2026-01-30', 208, 4, 1);
INSERT INTO Customer VALUES (290, 'Meera Mishra_290', 64, 'Other', 'Standard', '2025-10-26', '2026-02-04', 454, 2, 1);
INSERT INTO Customer VALUES (291, 'Vivaan Joshi_291', 25, 'Other', 'Basic', '2024-09-07', '2026-03-10', 427, 2, 1);
INSERT INTO Customer VALUES (292, 'Myra Gupta_292', 18, 'Other', 'Premium', '2023-09-04', '2026-04-11', 405, 2, 1);
INSERT INTO Customer VALUES (293, 'Anaya Mishra_293', 27, 'Other', 'Standard', '2024-01-23', '2026-03-07', 81, 1, 0);
INSERT INTO Customer VALUES (294, 'Ira Mishra_294', 41, 'Male', 'Premium', '2026-01-15', '2026-04-12', 207, 1, 1);
INSERT INTO Customer VALUES (295, 'Diya Ghosh_295', 37, 'Male', 'Basic', '2024-12-09', '2026-03-10', 498, 4, 1);
INSERT INTO Customer VALUES (296, 'Sneha Iyer_296', 37, 'Female', 'Standard', '2025-10-27', '2026-01-18', 169, 1, 0);
INSERT INTO Customer VALUES (297, 'Alok Yadav_297', 37, 'Female', 'Basic', '2025-10-11', '2026-04-12', 385, 4, 0);
INSERT INTO Customer VALUES (298, 'Ankit Kulkarni_298', 54, 'Other', 'Basic', '2025-10-17', '2026-02-24', 161, 3, 0);
INSERT INTO Customer VALUES (299, 'Priya Singh_299', 52, 'Female', 'Premium', '2025-06-02', '2026-04-21', 248, 5, 1);
INSERT INTO Customer VALUES (300, 'Karan Patel_300', 40, 'Male', 'Standard', '2024-04-20', '2026-03-31', 245, 3, 0);
INSERT INTO Customer VALUES (301, 'Ankit Shetty_301', 32, 'Other', 'Standard', '2025-06-07', '2026-03-08', 460, 5, 0);
INSERT INTO Customer VALUES (302, 'Riya Chatterjee_302', 56, 'Female', 'Premium', '2023-11-04', '2026-02-09', 449, 2, 0);
INSERT INTO Customer VALUES (303, 'Alok Reddy_303', 22, 'Female', 'Basic', '2024-07-22', '2026-01-31', 395, 5, 1);
INSERT INTO Customer VALUES (304, 'Shaurya Ghosh_304', 36, 'Male', 'Basic', '2024-03-13', '2026-02-07', 21, 3, 0);
INSERT INTO Customer VALUES (305, 'Deepak Joshi_305', 38, 'Female', 'Premium', '2023-08-27', '2026-02-08', 353, 4, 1);
INSERT INTO Customer VALUES (306, 'Riya Verma_306', 38, 'Other', 'Standard', '2024-11-28', '2026-04-27', 455, 3, 1);
INSERT INTO Customer VALUES (307, 'Suresh Desai_307', 55, 'Other', 'Premium', '2023-10-17', '2026-04-11', 216, 1, 1);
INSERT INTO Customer VALUES (308, 'Rahul Pillai_308', 36, 'Male', 'Basic', '2023-12-19', '2026-03-22', 28, 1, 1);
INSERT INTO Customer VALUES (309, 'Anika Shah_309', 62, 'Female', 'Premium', '2026-01-13', '2026-04-20', 332, 5, 0);
INSERT INTO Customer VALUES (310, 'Ira Kumar_310', 51, 'Other', 'Basic', '2024-02-07', '2026-03-04', 377, 2, 0);
INSERT INTO Customer VALUES (311, 'Vihaan Ghosh_311', 59, 'Female', 'Standard', '2023-12-18', '2026-01-21', 240, 5, 0);
INSERT INTO Customer VALUES (312, 'Reyansh Pandya_312', 41, 'Other', 'Basic', '2024-12-04', '2026-04-27', 428, 1, 1);
INSERT INTO Customer VALUES (313, 'Suresh Nair_313', 21, 'Other', 'Premium', '2024-10-01', '2026-03-12', 115, 4, 0);
INSERT INTO Customer VALUES (314, 'Sneha Kapoor_314', 35, 'Male', 'Standard', '2024-07-04', '2026-04-11', 106, 2, 1);
INSERT INTO Customer VALUES (315, 'Pooja Reddy_315', 68, 'Other', 'Premium', '2024-09-18', '2026-01-18', 327, 5, 0);
INSERT INTO Customer VALUES (316, 'Simran Shah_316', 29, 'Male', 'Standard', '2026-03-22', '2026-04-08', 1, 2, 0);
INSERT INTO Customer VALUES (317, 'Rahul Naidu_317', 63, 'Male', 'Basic', '2024-05-12', '2026-03-07', 322, 2, 1);
INSERT INTO Customer VALUES (318, 'Sai Yadav_318', 30, 'Other', 'Premium', '2024-10-10', '2026-02-08', 109, 5, 1);
INSERT INTO Customer VALUES (319, 'Rohan Naidu_319', 33, 'Other', 'Premium', '2025-08-02', '2026-02-05', 85, 1, 0);
INSERT INTO Customer VALUES (320, 'Ishaan Singh_320', 62, 'Male', 'Standard', '2025-06-14', '2026-04-15', 497, 1, 0);
INSERT INTO Customer VALUES (321, 'Myra Shetty_321', 20, 'Other', 'Standard', '2023-12-06', '2026-02-09', 436, 2, 0);
INSERT INTO Customer VALUES (322, 'Vivaan Trivedi_322', 32, 'Female', 'Basic', '2023-09-28', '2026-04-02', 130, 5, 1);
INSERT INTO Customer VALUES (323, 'Aadhya Kapoor_323', 19, 'Other', 'Standard', '2025-05-17', '2026-04-23', 495, 5, 0);
INSERT INTO Customer VALUES (324, 'Vikas Kapoor_324', 56, 'Male', 'Basic', '2024-10-21', '2026-04-25', 462, 1, 0);
INSERT INTO Customer VALUES (325, 'Nisha Chatterjee_325', 44, 'Male', 'Standard', '2023-11-17', '2026-01-27', 164, 3, 1);
INSERT INTO Customer VALUES (326, 'Navya Shetty_326', 18, 'Female', 'Standard', '2024-05-14', '2026-01-25', 195, 4, 1);
INSERT INTO Customer VALUES (327, 'Aditya Bansal_327', 38, 'Other', 'Premium', '2025-04-24', '2026-03-22', 37, 4, 0);
INSERT INTO Customer VALUES (328, 'Vihaan Trivedi_328', 39, 'Other', 'Basic', '2025-05-10', '2026-02-25', 122, 5, 0);
INSERT INTO Customer VALUES (329, 'Arjun Verma_329', 59, 'Male', 'Premium', '2023-08-25', '2026-04-17', 317, 2, 0);
INSERT INTO Customer VALUES (330, 'Ankit Shetty_330', 41, 'Female', 'Basic', '2025-06-12', '2026-02-12', 10, 4, 1);
INSERT INTO Customer VALUES (331, 'Deepak Iyer_331', 41, 'Other', 'Standard', '2023-12-12', '2026-04-21', 122, 1, 0);
INSERT INTO Customer VALUES (332, 'Arjun Das_332', 52, 'Other', 'Standard', '2026-03-13', '2026-03-23', 423, 5, 1);
INSERT INTO Customer VALUES (333, 'Pooja Iyer_333', 32, 'Female', 'Basic', '2026-04-03', '2026-02-17', 308, 5, 0);
INSERT INTO Customer VALUES (334, 'Sneha Patel_334', 45, 'Male', 'Basic', '2024-06-15', '2026-03-08', 314, 1, 1);
INSERT INTO Customer VALUES (335, 'Nitin Trivedi_335', 55, 'Female', 'Premium', '2024-08-10', '2026-03-10', 174, 3, 0);
INSERT INTO Customer VALUES (336, 'Saanvi Bansal_336', 20, 'Female', 'Basic', '2026-02-05', '2026-01-29', 129, 3, 0);
INSERT INTO Customer VALUES (337, 'Saanvi Chatterjee_337', 65, 'Male', 'Premium', '2024-11-24', '2026-04-21', 28, 3, 1);
INSERT INTO Customer VALUES (338, 'Karan Ghosh_338', 40, 'Other', 'Premium', '2025-03-24', '2026-04-25', 374, 1, 0);
INSERT INTO Customer VALUES (339, 'Nisha Nair_339', 46, 'Other', 'Standard', '2026-03-12', '2026-03-22', 43, 2, 0);
INSERT INTO Customer VALUES (340, 'Nisha Trivedi_340', 27, 'Male', 'Premium', '2023-08-21', '2026-02-20', 251, 1, 0);
INSERT INTO Customer VALUES (341, 'Meera Kulkarni_341', 18, 'Male', 'Premium', '2024-06-16', '2026-04-22', 386, 4, 1);
INSERT INTO Customer VALUES (342, 'Reyansh Kapoor_342', 65, 'Female', 'Standard', '2026-04-03', '2026-04-10', 254, 5, 1);
INSERT INTO Customer VALUES (343, 'Vivaan Ghosh_343', 28, 'Female', 'Premium', '2024-03-22', '2026-02-16', 1, 2, 0);
INSERT INTO Customer VALUES (344, 'Ira Kapoor_344', 38, 'Male', 'Premium', '2024-08-13', '2026-02-13', 431, 5, 1);
INSERT INTO Customer VALUES (345, 'Karan Shah_345', 27, 'Other', 'Premium', '2023-11-06', '2026-04-24', 439, 2, 1);
INSERT INTO Customer VALUES (346, 'Deepak Chatterjee_346', 25, 'Other', 'Premium', '2026-04-27', '2026-02-28', 304, 2, 1);
INSERT INTO Customer VALUES (347, 'Shaurya Menon_347', 21, 'Male', 'Basic', '2023-11-02', '2026-02-25', 61, 3, 1);
INSERT INTO Customer VALUES (348, 'Ankit Ghosh_348', 56, 'Male', 'Premium', '2025-07-25', '2026-03-26', 314, 5, 1);
INSERT INTO Customer VALUES (349, 'Meera Chatterjee_349', 59, 'Male', 'Premium', '2023-08-05', '2026-03-25', 214, 2, 0);
INSERT INTO Customer VALUES (350, 'Kavya Verma_350', 58, 'Female', 'Premium', '2024-05-02', '2026-04-24', 235, 5, 1);
INSERT INTO Customer VALUES (351, 'Meera Verma_351', 63, 'Male', 'Premium', '2024-08-19', '2026-02-11', 421, 3, 0);
INSERT INTO Customer VALUES (352, 'Deepak Kumar_352', 41, 'Male', 'Premium', '2024-08-13', '2026-02-27', 279, 5, 0);
INSERT INTO Customer VALUES (353, 'Ankit Kumar_353', 45, 'Male', 'Standard', '2024-06-04', '2026-03-31', 479, 3, 1);
INSERT INTO Customer VALUES (354, 'Nitin Nair_354', 29, 'Male', 'Basic', '2023-11-09', '2026-02-17', 227, 2, 0);
INSERT INTO Customer VALUES (355, 'Simran Ghosh_355', 41, 'Other', 'Standard', '2024-10-25', '2026-03-16', 233, 4, 1);
INSERT INTO Customer VALUES (356, 'Sai Agarwal_356', 29, 'Male', 'Basic', '2025-06-18', '2026-02-13', 164, 3, 1);
INSERT INTO Customer VALUES (357, 'Aditya Nair_357', 57, 'Male', 'Basic', '2023-09-13', '2026-04-03', 201, 4, 1);
INSERT INTO Customer VALUES (358, 'Vivaan Nair_358', 21, 'Female', 'Premium', '2025-09-16', '2026-02-16', 194, 4, 1);
INSERT INTO Customer VALUES (359, 'Ishaan Verma_359', 39, 'Other', 'Standard', '2025-10-13', '2026-04-06', 54, 2, 1);
INSERT INTO Customer VALUES (360, 'Shaurya Trivedi_360', 49, 'Other', 'Standard', '2026-04-25', '2026-02-08', 73, 3, 0);
INSERT INTO Customer VALUES (361, 'Vihaan Patel_361', 19, 'Other', 'Premium', '2026-03-31', '2026-03-29', 97, 4, 1);
INSERT INTO Customer VALUES (362, 'Karan Desai_362', 55, 'Other', 'Basic', '2025-11-11', '2026-02-20', 266, 5, 0);
INSERT INTO Customer VALUES (363, 'Sneha Sharma_363', 60, 'Male', 'Standard', '2025-03-24', '2026-01-26', 122, 3, 1);
INSERT INTO Customer VALUES (364, 'Kavya Jain_364', 34, 'Other', 'Standard', '2024-01-21', '2026-03-31', 183, 2, 0);
INSERT INTO Customer VALUES (365, 'Mahesh Nair_365', 59, 'Female', 'Standard', '2023-12-10', '2026-01-20', 282, 5, 0);
INSERT INTO Customer VALUES (366, 'Rohan Kulkarni_366', 67, 'Other', 'Standard', '2024-09-22', '2026-04-21', 45, 3, 1);
INSERT INTO Customer VALUES (367, 'Amit Pandya_367', 19, 'Female', 'Basic', '2024-05-23', '2026-02-20', 113, 5, 1);
INSERT INTO Customer VALUES (368, 'Vihaan Kumar_368', 27, 'Other', 'Basic', '2023-12-02', '2026-03-15', 342, 3, 1);
INSERT INTO Customer VALUES (369, 'Suresh Agarwal_369', 59, 'Other', 'Basic', '2025-01-29', '2026-04-02', 495, 4, 1);
INSERT INTO Customer VALUES (370, 'Ira Kapoor_370', 34, 'Male', 'Premium', '2025-11-07', '2026-02-19', 166, 1, 1);
INSERT INTO Customer VALUES (371, 'Pari Pandya_371', 19, 'Male', 'Basic', '2024-05-01', '2026-01-31', 285, 4, 0);
INSERT INTO Customer VALUES (372, 'Navya Menon_372', 44, 'Female', 'Standard', '2025-05-26', '2026-02-04', 74, 2, 1);
INSERT INTO Customer VALUES (373, 'Suresh Naidu_373', 22, 'Female', 'Standard', '2025-11-09', '2026-01-18', 207, 5, 0);
INSERT INTO Customer VALUES (374, 'Navya Bansal_374', 34, 'Male', 'Standard', '2025-08-11', '2026-01-22', 237, 4, 1);
INSERT INTO Customer VALUES (375, 'Ira Gupta_375', 54, 'Female', 'Basic', '2023-11-30', '2026-02-06', 432, 1, 0);
INSERT INTO Customer VALUES (376, 'Deepak Pandya_376', 67, 'Female', 'Premium', '2025-02-18', '2026-02-09', 152, 4, 1);
INSERT INTO Customer VALUES (377, 'Mahesh Mishra_377', 30, 'Male', 'Standard', '2025-05-30', '2026-03-19', 354, 2, 1);
INSERT INTO Customer VALUES (378, 'Aadhya Chatterjee_378', 43, 'Other', 'Standard', '2024-10-05', '2026-01-18', 30, 3, 0);
INSERT INTO Customer VALUES (379, 'Aadhya Yadav_379', 24, 'Female', 'Basic', '2023-09-23', '2026-03-05', 69, 3, 0);
INSERT INTO Customer VALUES (380, 'Vikas Singh_380', 29, 'Female', 'Standard', '2023-11-06', '2026-03-09', 197, 5, 0);
INSERT INTO Customer VALUES (381, 'Arjun Chauhan_381', 33, 'Other', 'Standard', '2025-09-04', '2026-03-07', 304, 2, 0);
INSERT INTO Customer VALUES (382, 'Kavya Nair_382', 31, 'Male', 'Standard', '2025-08-16', '2026-04-07', 218, 5, 0);
INSERT INTO Customer VALUES (383, 'Vivaan Yadav_383', 19, 'Other', 'Standard', '2023-08-19', '2026-04-17', 308, 2, 1);
INSERT INTO Customer VALUES (384, 'Ishaan Singh_384', 39, 'Other', 'Premium', '2024-09-16', '2026-02-11', 206, 4, 1);
